"","date","SPY.Open","SPY.High","SPY.Low","SPY.Close","SPY.Volume","SPY.Adjusted","SMA.SMA200","SMA.SMA50","rsi.RSI_3","RSI_avg.RSI_3_4","DVO.DVO_2_126","longfilter","filterexit","longthreshold","thresholdexit","longentry"
"12",2003-01-17,70.3117354411312,71.3240304956553,69.6626357837864,70.0567354264575,35618300,63.878281,NA,NA,13.1226490275272,17.7842637445164,NA,NA,NA,NA,NA,NA
"13",2003-01-21,70.2190103407937,70.2576435454387,68.7353422796362,68.9671670079711,36826200,62.884792,NA,NA,7.02974821937551,10.4823085525595,NA,NA,NA,NA,NA,NA
"14",2003-01-22,68.5962488335697,69.3921770780651,68.001240299176,68.1326047860894,42286500,62.123852,NA,NA,4.58425363099394,7.31461906156138,NA,NA,NA,NA,NA,NA
"15",2003-01-23,68.5807963244531,69.0676210674617,67.9626009126001,68.5498858970303,55919800,62.504337,NA,NA,24.3277781993076,24.2433344244833,NA,NA,NA,NA,NA,NA
"16",2003-01-24,68.4571546147618,68.5267044287606,66.5871220520172,66.7493969663534,68633900,60.862614,NA,NA,10.399874984379,11.5486651929247,NA,NA,NA,NA,NA,NA
"17",2003-01-27,66.2471197142282,67.0739529769568,65.2966455145497,65.8375621532509,57884400,60.031193,NA,NA,7.24774979538678,8.43223747823702,NA,NA,NA,NA,NA,NA
"18",2003-01-28,66.1698409410764,66.764855657401,65.7834702575583,66.3243930781904,46929100,60.475128,NA,NA,25.3642897703879,24.1463367224662,NA,NA,NA,NA,NA,NA
"19",2003-01-29,66.0075660267402,67.3675923782064,65.5052833654254,66.8266757395053,53712200,60.933094,NA,NA,42.6885128563973,39.3006778790805,NA,NA,NA,NA,NA,NA
"20",2003-01-30,67.0662240178037,67.1357676498715,65.2193729233288,65.2425536188572,49845900,59.488697,NA,NA,20.346346900923,20.6835376244822,NA,NA,NA,NA,NA,NA
"21",2003-01-31,65.0261875815698,66.61803247944,65.0261875815698,66.5021205016433,55317000,60.637161,NA,NA,50.9588450289155,48.0488343927191,NA,NA,NA,NA,NA,NA
"22",2003-02-03,66.5639405837475,67.0816765269203,66.3939367102582,66.6334903977462,39696000,60.756943,NA,NA,53.7402379793335,50.5569507307929,NA,NA,NA,NA,NA,NA
"23",2003-02-04,65.9225644763662,66.2625722233448,65.1420995593666,65.9766555993174,43633400,60.158039,NA,NA,37.7030116605241,37.479539764658,NA,NA,NA,NA,NA,NA
"24",2003-02-05,66.2625722233448,66.8730386760447,65.2811930054331,65.5671034475296,55270600,59.784599,NA,NA,29.475993695891,30.5572485005633,NA,NA,NA,NA,NA,NA
"25",2003-02-06,65.1961914550591,65.5980138749524,64.6398168980517,65.2580061279738,53638000,59.502769,NA,NA,23.6370211528924,25.5537008728049,NA,NA,NA,NA,NA,NA
"26",2003-02-07,65.613472566,65.6752872389146,64.1143519957258,64.462083292668,43165000,58.777046,NA,NA,13.3910972348568,16.1530076539042,NA,NA,NA,NA,NA,NA
"27",2003-02-10,64.4929937200908,65.0107288905222,63.8670755310157,64.9180037901847,45455900,59.192757,NA,NA,36.8946681392234,35.695419800748,NA,NA,NA,NA,NA,NA
"28",2003-02-11,65.1961914550591,65.5902849157993,64.0061689770822,64.4698122518211,46861000,58.784084,NA,NA,26.3502633912041,26.9529997125027,NA,NA,NA,NA,NA,NA
"29",2003-02-12,64.2611751736868,64.616635429782,63.4343357290272,63.4420646881803,35873600,57.846989,NA,NA,13.2877921414541,15.1743188448966,NA,NA,NA,NA,NA,NA
"30",2003-02-13,63.4807048474976,63.8748044901688,62.5920507299234,63.6352500299394,57934100,58.023125,NA,NA,23.9214264691429,24.1046352212062,NA,NA,NA,NA,NA,NA
"31",2003-02-14,63.6507087209869,65.0648207862148,63.225698650893,65.0261875815698,59580900,59.291393,NA,NA,67.2698880271988,63.0218783969733,NA,NA,NA,NA,NA,NA
"32",2003-02-18,65.3198269828194,66.3012116099207,65.2116431914344,66.1698409410764,39492700,60.334164,NA,NA,80.7778773551866,76.6409161997514,NA,NA,NA,NA,NA,NA
"33",2003-02-19,65.9302934355193,66.0462054133161,65.1266416410604,65.8221096441342,31432000,60.017113,NA,NA,67.981808683837,65.9304912978867,NA,NA,NA,NA,NA,NA
"34",2003-02-20,65.845291112404,66.0075660267402,64.9489142176076,65.1652810276363,29280100,59.418182,NA,NA,46.9218071004713,48.0374881921335,NA,NA,NA,NA,NA,NA
"35",2003-02-21,65.2039142322813,66.2548432641917,64.4929937200908,65.8221096441342,60955800,60.017113,NA,NA,63.7613144060861,62.4344595447349,NA,NA,NA,NA,NA,NA
"36",2003-02-24,65.6289243023752,65.6830161980677,64.5934477795814,64.7557288758485,30628600,59.044773,NA,NA,35.9701407884175,38.2336289782612,NA,NA,NA,NA,NA,NA
"37",2003-02-25,64.0988940774197,65.2889165553966,63.5347959704488,65.27346404628,56770600,59.516876,NA,NA,51.3975880741391,51.2790774170154,NA,NA,NA,NA,NA,NA
"38",2003-02-26,64.9257273401483,65.3198269828194,64.1993543188412,64.3229898466015,37787200,58.650192,NA,NA,30.8974131212626,33.2292996601034,NA,NA,NA,NA,NA,NA
"39",2003-02-27,64.6784501026967,65.4898308563087,64.2611751736868,65.1730038048585,51126000,59.425278,NA,NA,54.9834020641279,53.8631082958111,NA,NA,NA,NA,NA,NA
"40",2003-02-28,65.27346404628,65.8607490307101,65.0339165407229,65.6057436068469,43666800,59.819843,NA,NA,64.4466935428145,62.2159137188498,NA,NA,NA,NA,NA,NA
"41",2003-03-03,65.8839304989799,66.2857536916145,64.6939080210029,64.9798184630994,42923100,59.249107,NA,NA,44.2599176199278,45.2802500376804,NA,NA,NA,NA,NA,NA
"42",2003-03-04,64.8716354444557,64.9180037901848,63.8670755310157,63.9443481222365,31440500,58.304974,NA,NA,24.9032930708864,27.8523156423809,NA,NA,NA,NA,NA,NA
"43",2003-03-05,63.8361651035928,64.5548145749364,63.6429797618338,64.4852647609377,43974700,58.798164,NA,NA,44.0700091374693,43.9775673452019,NA,NA,NA,NA,NA,NA
"44",2003-03-06,64.037079404505,64.5393566566302,63.7279813122078,63.9443481222365,41217700,58.304974,NA,NA,31.8691877376157,33.459189165443,NA,NA,NA,NA,NA,NA
"45",2003-03-07,63.0634237365568,64.9025458718786,62.9243295177489,64.3848107014471,63538000,58.706573,NA,NA,49.0860100621983,47.8932658008875,NA,NA,NA,NA,NA,NA
"46",2003-03-10,63.8284353716984,64.0293504453519,62.6693233211443,62.8393279673749,41014100,57.297405,NA,NA,21.0668411165865,23.2290412201493,NA,NA,NA,NA,NA,NA
"47",2003-03-11,62.9629689043248,63.3647920969595,62.1902275372887,62.221132555522,48102700,56.733723,NA,NA,15.6923404738664,18.0569144351888,NA,NA,NA,NA,NA,NA
"48",2003-03-12,62.1129487641369,62.6693233211443,61.3402073971008,62.6384136664628,62459800,57.114204,NA,NA,32.9990298197734,32.6695443093949,NA,NA,NA,NA,NA,NA
"49",2003-03-13,63.503885543026,64.8407311989639,63.0016028817111,64.802091812388,72117800,59.087051,NA,NA,74.1968736089447,70.4780847094411,NA,NA,NA,NA,NA,NA
"50",2003-03-14,65.0648207862148,65.5052833654253,64.4079913969755,65.0107288905222,63951800,59.277283,NA,66.7031889026388,76.3043027456391,72.552111085965,NA,NA,NA,NA,NA,NA
"51",2003-03-17,64.4929937200908,67.189859545564,64.3075373374849,67.0584950586506,88217500,61.144455,NA,66.6368876778923,89.2411254289615,85.9701109384449,NA,NA,NA,NA,NA,NA
"52",2003-03-18,67.3444116826781,67.4989568651198,66.6721243751326,67.4525947013218,50792300,61.503838,NA,66.5741411252534,90.7059338525217,87.5899350333654,NA,NA,NA,NA,NA,NA
"53",2003-03-19,67.4448657421687,68.1248820088673,66.9812216946884,67.9703298717532,49630800,61.975887,NA,66.4968669885498,92.6719793180228,89.7554360204311,NA,NA,NA,NA,NA,NA
"54",2003-03-20,67.4835051287446,68.4571546147618,66.7262154980837,68.1171530497142,67321600,62.109764,NA,66.4260838638745,93.2769474713477,90.4162890506231,NA,NA,NA,NA,NA,NA
"55",2003-03-21,68.8961143716553,69.7340354035352,68.2211163517601,69.5711061846935,71165300,63.435474,NA,66.4050893323546,96.9801529919795,94.8705398716173,NA,NA,NA,NA,NA,NA
"56",2003-03-24,68.290941164774,68.3840455706019,66.9952605542165,67.2590550776336,65398900,61.327343,NA,66.3159079393246,41.9126868256064,45.5370228582567,NA,NA,NA,NA,NA,NA
"57",2003-03-25,67.2978448300858,68.4771507522868,67.0650907982302,67.9030126059672,61040100,61.914509,NA,66.235741990026,53.0503823779952,54.8834073370795,NA,NA,NA,NA,NA,NA
"58",2003-03-26,67.9340476665289,68.1590462306368,67.3444001364282,67.5616393535029,45740800,61.60323,NA,66.1492122050435,46.031994440042,48.6786064212095,NA,NA,NA,NA,NA,NA
"59",2003-03-27,67.0340565135256,68.011638033433,66.7159519918756,67.6159493517358,53120200,61.652748,NA,66.059132125459,47.6836808286548,49.9854782319712,NA,NA,NA,NA,NA,NA
"60",2003-03-28,67.0883657359015,67.7168084494542,66.9176763941694,67.2745698924145,32583000,61.341511,NA,65.976597446115,37.0053266771457,40.9310273347827,NA,NA,NA,NA,NA,NA
"61",2003-03-31,66.2194034366029,67.1814647107295,65.4823422782985,65.7461305948587,61119500,59.947838,NA,65.8693668924834,14.7787144251494,19.5236287586939,NA,NA,NA,NA,NA,NA
"62",2003-04-01,66.1418192765558,67.0262956147781,65.8780309599957,66.7547471753276,53574000,60.867516,NA,65.8033271274608,46.5541809105171,46.304084884961,NA,NA,NA,NA,NA,NA
"63",2003-04-02,67.918532851748,68.8728340029842,67.8874977911863,68.3685315316781,50431200,62.338959,NA,65.7913544179349,71.7942997998247,69.1820287632127,NA,NA,NA,NA,NA,NA
"64",2003-04-03,68.9504243698882,69.0435233447163,68.0038779105426,68.0426668871377,48755500,62.041843,NA,65.7895556599559,62.8099055654792,61.5983225788568,NA,NA,NA,NA,NA,NA
"65",2003-04-04,68.6090449105669,68.7331789459566,67.9806029728713,68.4461156917252,36250100,62.409721,NA,65.7874802558498,69.8231003837616,67.7380499286099,NA,NA,NA,NA,NA,NA
"66",2003-04-07,70.0909289017804,70.4866175834775,68.2521514123218,68.3142215334451,69776200,62.289459,NA,65.8187767471916,63.9128585580206,62.9848951559922,NA,NA,NA,NA,NA,NA
"67",2003-04-08,68.5081858128485,68.7797350281561,68.050427010028,68.4228407540539,39712700,62.388493,NA,65.8704823192077,67.3290362212855,65.7692774227686,NA,NA,NA,NA,NA,NA
"68",2003-04-09,68.5547356881911,69.1288676276538,67.3211197677571,67.5228441700508,55647300,61.567879,NA,65.8944513410449,30.9337177728676,35.2022609300285,NA,NA,NA,NA,NA,NA
"69",2003-04-10,67.5693932695363,67.9883568889047,66.4987127748009,67.8952579140767,41812400,61.907429,NA,65.9158229845363,48.2851250291004,49.1835034243887,NA,NA,NA,NA,NA,NA
"70",2003-04-11,68.3995665922397,68.8185240047512,67.3909500117708,67.6159493517358,47730100,61.652748,NA,65.9632908991939,37.6454010656607,40.1286268877654,NA,NA,NA,NA,NA,NA
"71",2003-04-14,67.864222853515,69.0512834676067,67.4995692323795,69.0124882841546,36711700,62.926144,NA,66.0134982548441,76.4933400288325,73.8591517058046,NA,NA,NA,NA,NA,NA
"72",2003-04-15,68.92714322536,69.6564512434881,68.6012847876766,69.6564512434881,49709800,63.513302,NA,66.073957471759,83.5723671901963,80.7742739117751,NA,NA,NA,NA,NA,NA
"73",2003-04-16,69.7573165480635,69.8736904605628,68.2987012876644,68.4693906293965,51788000,62.430935,NA,66.1238121723606,45.6008066606298,47.5287436326978,NA,NA,NA,NA,NA,NA
"74",2003-04-17,68.5081858128485,69.6099013681455,68.4228407540539,69.485761901756,37403100,63.357681,NA,66.2021853414451,65.64697789101,64.9956616823492,NA,NA,NA,NA,NA,NA
"75",2003-04-21,69.7185213646114,69.9512808274669,69.0978333429492,69.5555921457697,32052700,63.421314,NA,66.288137061801,66.9038717494792,66.0925204206798,NA,NA,NA,NA,NA,NA
"76",2003-04-22,69.1288676276538,71.0374761369831,68.9659384088121,70.8667860193939,59763600,64.616898,NA,66.4162311163355,83.7005083428218,81.3788746755099,NA,NA,NA,NA,NA,NA
"77",2003-04-23,71.0840314433255,71.6504032598978,70.7892018593468,71.5185091016178,44227100,65.211136,NA,66.5482412225642,88.174925497033,85.7963437453586,NA,NA,NA,NA,NA,NA
"78",2003-04-24,71.0142011993118,71.4409249415706,70.5719626422721,70.8823070410318,49692400,64.631035,NA,66.6764911183484,62.8939216658634,64.2626651398265,NA,NA,NA,NA,NA,NA
"79",2003-04-25,70.8357571656892,70.9676513239693,69.8426554000011,70.0055900498427,43917200,63.831665,NA,66.8077616255817,39.4898875926156,43.3233353688044,NA,NA,NA,NA,NA,NA
"80",2003-04-28,70.1685192686844,71.5262692245081,70.0599000480756,71.2159256016056,46432900,64.935257,NA,66.959375137015,65.824760914304,65.5084724012752,NA,NA,NA,NA,NA,NA
"81",2003-04-29,71.4874740410561,71.9995428421095,70.9133421015934,71.4641998792419,52017100,65.161621,NA,67.0881353829684,69.8607739930611,69.0123800668822,NA,NA,NA,NA,NA,NA
"82",2003-04-30,71.3090307832906,71.8210933774871,70.9211022244838,71.3090307832906,48709100,65.020088,NA,67.1909191798127,62.8971295086025,63.2667927245624,NA,NA,NA,NA,NA,NA
"83",2003-05-01,71.316784699324,71.9452328438766,70.215069144027,71.3012706604002,50240400,65.013062,NA,67.300502400138,62.4303053904629,62.8930782281807,NA,NA,NA,NA,NA,NA
"84",2003-05-02,71.0374761369831,72.5193655591964,70.9831661387502,72.3176411569026,50201500,65.939796,NA,67.4435496027233,84.716167504314,82.0068437723301,NA,NA,NA,NA,NA,NA
"85",2003-05-05,72.5193655591964,72.7598797139423,71.7667833792541,72.1779868757322,35437800,65.812454,NA,67.5706671473553,75.4870970436727,74.4654904723569,NA,NA,NA,NA,NA,NA
"86",2003-05-06,72.1857469986225,73.2253924327962,72.1547119380609,72.8607450185177,44401000,66.434998,NA,67.7327674702087,86.3734368768793,84.2222715061128,NA,NA,NA,NA,NA,NA
"87",2003-05-07,72.4805703757443,73.0391882762832,72.1314370003896,72.4572954380731,41413100,66.067131,NA,67.8764440980445,61.9768013284404,63.6611297660842,NA,NA,NA,NA,NA,NA
"88",2003-05-08,71.782298194035,72.4107463385876,71.596094037522,71.7279881958021,40570700,65.402168,NA,68.0245440650286,35.0967828341269,39.45884631217,NA,NA,NA,NA,NA,NA
"89",2003-05-09,72.0228177797808,72.7753999597231,71.8521284380487,72.7210899614901,33608100,66.30764,NA,68.1755057881612,65.5846514473026,65.2149847090146,NA,NA,NA,NA,NA,NA
"90",2003-05-12,72.5426404968677,73.799531354973,72.3719511551356,73.613320991603,35662300,67.121208,NA,68.3356573358563,78.925678573533,77.326328976462,NA,NA,NA,NA,NA,NA
"91",2003-05-13,73.3417725521525,73.8460804544585,73.1322934579682,73.481426833323,39253600,67.000938,NA,68.5056895032608,72.6785181928487,72.0255389612936,NA,NA,NA,NA,NA,NA
"92",2003-05-14,73.7762502104447,73.892630329801,72.8607450185177,73.3262577373716,32195100,66.859459,NA,68.6933276955635,63.7709681722657,64.619237110428,NA,NA,NA,NA,NA,NA
"93",2003-05-15,73.6210811144934,73.9624605738147,73.1245333350778,73.7917712320826,43879200,67.283897,NA,68.8794578249864,76.6495064790128,75.3518490900861,NA,NA,NA,NA,NA,NA
"94",2003-05-16,73.6210811144934,74.0555595486427,73.1322934579682,73.6055670755696,38905000,67.114143,NA,69.072682204053,63.1752407853561,64.2793010046541,NA,NA,NA,NA,NA,NA
"95",2003-05-19,73.0469491750307,73.2564274933579,71.634889220974,71.8831634986104,41606000,65.543617,NA,69.2226492599963,18.3696132810884,22.5605959488768,NA,NA,NA,NA,NA,NA
"96",2003-05-20,72.0150576568904,72.1779868757322,71.0607502987973,71.7357483186924,55404600,65.40918,NA,69.4005776670227,16.8366236754254,20.9492009387335,NA,NA,NA,NA,NA,NA
"97",2003-05-21,71.4641998792419,72.0616067563759,71.3090307832906,71.8831634986104,49333800,65.543617,NA,69.5938182858844,26.0887395678623,28.4858417614706,NA,NA,NA,NA,NA,NA
"98",2003-05-22,72.1159167546089,72.9693642391265,71.9064376604246,72.5969504951006,38421800,66.194473,NA,69.7929890224572,59.1205206382221,56.5442719140198,NA,NA,NA,NA,NA,NA
"99",2003-05-23,72.565915434539,72.9150542408935,72.2633311586697,72.7443648991614,26155900,66.32888,NA,69.9518344841927,64.0918944912836,60.9684965182815,NA,NA,NA,NA,NA,NA
"100",2003-05-27,72.3874714009163,74.3581430486549,72.2090219362938,74.0167705720477,43719200,67.489059,NA,70.1319553178232,86.0525012178765,82.3233651375061,NA,NA,NA,NA,NA,NA
"101",2003-05-28,74.3659031715453,74.8469369120371,74.0400447338618,74.2262488903749,37727100,67.680061,NA,70.2753103944577,87.8825688649191,84.2820314345315,NA,NA,NA,NA,NA,NA
"102",2003-05-29,74.3891781092166,75.1184861273447,73.7684962944113,74.0322846109715,50844200,67.503227,NA,70.4069041926507,74.3356140535418,73.1739919369437,NA,NA,NA,NA,NA,NA
"103",2003-05-30,74.4046991308544,75.3279644456719,74.1409046074373,75.2193452250631,52529500,68.585587,NA,70.5518844997168,89.3732820214838,87.2303557408237,NA,NA,NA,NA,NA,NA
"104",2003-06-02,75.6693439049932,76.3831309014834,75.0021060079884,75.5296888479656,50305500,68.868568,NA,70.7001352156819,91.3588410277107,89.2673390045927,NA,NA,NA,NA,NA,NA
"105",2003-06-03,75.3745205278714,75.909857283882,75.1417602891589,75.8400332467253,38254500,69.151512,NA,70.8255137569225,93.250516142104,91.2220843822527,NA,NA,NA,NA,NA,NA
"106",2003-06-04,75.7702092095685,77.0814030831927,75.7003789655548,76.9339948859889,49360700,70.149025,NA,71.0190125530896,96.8716297241576,95.3296840878517,NA,NA,NA,NA,NA,NA
"107",2003-06-05,76.4839962060588,77.3141633219053,76.243476620313,77.3141633219053,46262400,70.495667,NA,71.2072355674084,97.5553192898268,96.1826972183068,NA,NA,NA,NA,NA,NA
"108",2003-06-06,77.8960561601154,78.671913277729,76.9107137414606,77.011579046036,60356800,70.21978,NA,71.396234361259,77.3685500827349,79.0412209143668,NA,NA,NA,NA,NA,NA
"109",2003-06-09,76.6314051791198,76.8874388037894,75.8555480615062,76.2279618055321,37808500,69.505249,NA,71.568474610335,42.8912410511142,48.1122905051287,NA,NA,NA,NA,NA,NA
"110",2003-06-10,76.3908910243738,77.011579046036,76.1814119301895,77.0038189231456,29965900,70.212662,NA,71.7630595909496,65.6347489431025,66.7012723760774,NA,NA,NA,NA,NA,NA
"111",2003-06-11,76.9339948859889,77.888295261368,76.5848553037772,77.8184712242112,37610200,70.955475,NA,72.0045064035366,78.8813166726145,78.1945252094776,NA,NA,NA,NA,NA,NA
"112",2003-06-12,78.167604599566,78.2839847189222,77.290888384234,78.0589853789572,36442000,71.174774,NA,72.2305911676092,81.960696253764,80.9297570995403,NA,NA,NA,NA,NA,NA
"113",2003-06-13,78.0589853789572,78.167604599566,76.7710594602902,77.2443330778916,48628300,70.432007,NA,72.4081071985335,47.0813562001146,50.5316915844473,NA,NA,NA,NA,NA,NA
"114",2003-06-16,77.5546767007941,78.9046665337275,77.4305426654044,78.8736376800228,36326300,71.917641,NA,72.6247266143912,76.7562769241988,76.0407945910219,NA,NA,NA,NA,NA,NA
"115",2003-06-17,79.1917359948158,79.2770802777534,78.5400183435918,78.8736376800228,36801800,71.917641,NA,72.8332770541572,76.7562769241988,76.0407945910219,NA,NA,NA,NA,NA,NA
"116",2003-06-18,78.5865682189344,79.2460452171917,78.3615688789693,78.8038074360091,35521000,71.853928,NA,73.0430687722084,72.8185406494087,72.7864001626568,NA,NA,NA,NA,NA,NA
"117",2003-06-19,78.8581166583849,78.9279469023986,77.4615715191091,77.6012265761367,43551700,70.757423,NA,73.2266364886501,31.3165625034142,36.0518671584374,NA,NA,NA,NA,NA,NA
"118",2003-06-20,78.16964973797,78.2553030871729,77.4143490190659,77.429925328349,41545000,70.601204,NA,73.4247781118161,27.9169299354456,32.7812754626276,NA,NA,NA,NA,NA,NA
"119",2003-06-23,77.4377080323725,77.6012320267548,76.2463594207499,76.6356892868552,34237500,69.877007,NA,73.5995867392716,15.9072201783648,20.7048531482677,NA,NA,NA,NA,NA,NA
"120",2003-06-24,76.4799596763923,77.1573897501169,76.3242246153112,76.7135544814165,36213600,69.948029,NA,73.7815388418652,20.9106509747307,24.7136068930736,NA,NA,NA,NA,NA,NA
"121",2003-06-25,76.7213426360581,77.429925328349,75.9426829038474,75.9426829038474,47743400,69.245155,NA,73.9201427342591,11.1016276825915,14.8452892569401,NA,NA,NA,NA,NA,NA
"122",2003-06-26,76.1373478369001,77.0717426301918,75.4988468564873,76.9315838783939,33477300,70.14682,NA,74.0656453869572,53.2765936381493,51.125049199815,NA,NA,NA,NA,NA,NA
"123",2003-06-27,76.8926485558042,77.2352603952964,75.9816182264371,76.0439125623335,54208800,69.337433,NA,74.217135825616,32.509904388663,33.180988860143,NA,NA,NA,NA,NA,NA
"124",2003-06-30,76.4799596763923,76.8303542199079,75.8959648772343,76.020547319749,33349000,69.316132,NA,74.3478315339758,32.0171585465091,32.7531634496577,NA,NA,NA,NA,NA,NA
"125",2003-07-01,75.7246589574882,76.9705129717058,75.0861579770754,76.7213426360581,51322800,69.955124,NA,74.4911465437816,59.5796888292244,56.5133702242879,NA,NA,NA,NA,NA,NA
"126",2003-07-02,76.9082194144692,77.702455455963,76.7524898040063,77.6868791466799,34662100,70.83548,NA,74.6275484063273,78.0072549968627,73.9985222471886,NA,NA,NA,NA,NA,NA
"127",2003-07-03,77.1418196701116,77.7491727039165,76.2307893407446,76.8848604011626,30792800,70.104218,NA,74.7348754323182,49.7484016265205,49.9860067501127,69.0476190476191,NA,NA,0,NA,NA
"128",2003-07-07,77.5934438721133,78.5667685373766,77.5934438721133,78.4110326976358,31391100,71.495819,NA,74.8854499454503,75.2944685793194,73.1482618959264,61.1111111111111,NA,NA,0,0,0
"129",2003-07-08,78.2553030871729,78.870445054279,77.9983438182239,78.7614334704293,30952500,71.815269,NA,75.060566813862,78.9753778583965,76.6315730444391,80.9523809523809,NA,NA,0,1,0
"130",2003-07-09,78.5823386173819,78.9560984034819,77.8893322343741,78.3175974230692,36528500,71.410591,NA,75.2026002502913,61.5513901758275,61.9533249186069,61.1111111111111,NA,NA,0,0,0
"131",2003-07-10,77.7413845492749,77.8971203890157,76.7992070519597,77.3209137444993,49777700,70.501801,NA,75.3197345275964,35.3102511123319,38.7077667646125,33.3333333333333,NA,NA,0,0,0
"132",2003-07-11,77.3909900057593,78.2163677645831,77.3909900057593,78.0528499994786,39976300,71.169197,NA,75.4546109119202,55.9821643441246,56.0277309790077,61.1111111111111,NA,NA,0,0,0
"133",2003-07-14,78.8003625637411,79.3454282695873,78.2163677645831,78.4343971615605,42114900,71.51709,NA,75.5972734419434,64.782025337673,63.5817957571067,36.5079365079365,NA,NA,0,0,0
"134",2003-07-15,78.9405213155391,79.0028156514354,77.8270378984778,78.2630912418144,42573600,71.360931,NA,75.7161824436416,57.0949642084643,57.2690832120935,19.8412698412698,NA,NA,1,0,NA
"135",2003-07-16,78.4966860468387,78.54340952407,77.2664075632445,77.8036788851712,39894200,70.941994,NA,75.8286962838304,38.6471520153608,41.7086148078723,30.952380952381,NA,NA,0,0,NA
"136",2003-07-17,77.2041140060079,77.7725317172231,76.4332424284388,76.6979836227515,52253500,69.933823,NA,75.9054410559151,17.8388210192489,22.0256137899374,19.8412698412698,NA,NA,1,0,NA
"137",2003-07-18,77.1028843475219,77.7102436106046,76.6668364548034,77.4844315096038,35698100,70.650925,NA,76.0059837773457,47.815654397663,47.4246908567564,35.7142857142857,NA,NA,0,0,NA
"138",2003-07-21,77.4377080323725,77.4688552003206,76.1918532394951,76.5266777030054,34786000,69.777626,NA,76.1019575674898,28.6924168699365,30.4736196131542,44.4444444444444,NA,NA,0,0,0
"139",2003-07-22,76.845930529191,77.4065670937022,76.2463594207499,77.2196840860132,49968300,70.409538,NA,76.1919294499802,50.2762923538642,49.1452547095936,50.7936507936508,NA,NA,0,0,0
"140",2003-07-23,77.2508312539614,77.4377080323725,76.5266777030054,77.274190267268,37275400,70.459221,NA,76.2651468354935,51.9907181778534,50.6214743472834,83.3333333333333,NA,NA,0,1,0
"141",2003-07-24,77.858185066426,78.1307144153802,76.5967601935433,76.6901954681099,40896200,69.926712,NA,76.3293222081893,33.4533165904896,35.1015232322149,22.2222222222222,NA,NA,0,0,0
"142",2003-07-25,76.8225722945442,78.0917853220684,76.3398009245943,78.0450672954552,43241100,71.162102,NA,76.4236983993509,70.3023317481995,67.4363230652626,53.1746031746032,NA,NA,0,0,0
"143",2003-07-28,78.1540796579647,78.6290620946132,77.6090139521186,77.7569616372178,34382800,70.899445,NA,76.5030022074536,59.7493024616358,58.5800057161691,73.015873015873,NA,NA,0,0,0
"144",2003-07-29,77.9749848049173,78.0684263087618,76.8381423745494,77.3987789390606,53472100,70.57283,NA,76.5788664447235,46.6816473885915,47.5892876049195,20.6349206349206,NA,NA,0,0,0
"145",2003-07-30,77.5545077708638,77.6713082880149,77.0328073076021,77.2119021606495,28363300,70.40242,NA,76.6854412179643,39.8592643880758,41.8143566143544,29.3650793650794,NA,NA,0,0,0
"146",2003-07-31,77.8504023624025,78.5745566920182,77.2196840860132,77.3909900057593,54937200,70.565712,NA,76.7985460517056,50.3003425980742,50.1489495750669,11.1111111111111,NA,NA,1,0,NA
