"","date","SPY.Open","SPY.High","SPY.Low","SPY.Close","SPY.Volume","SPY.Adjusted","SMA.SMA200","Cl.gt.SMA","Cl.lt.SMA"
"226",1999-11-23,109.200223736181,109.200223736181,107.312930435994,107.957954728463,5918000,95.471001,101.065179391884,NA,NA
"227",1999-11-24,107.599607899313,108.889656484252,107.026252972674,108.531309655102,4459700,95.978027,101.144153687179,NA,NA
"228",1999-11-26,108.913546272862,109.224113524791,107.981844517073,108.125183248733,1693900,95.618919,101.210435264911,NA,NA
"229",1999-11-29,107.695167053753,108.495474972187,107.360710013214,107.742946630973,7348600,95.280891,101.280492105171,NA,NA
"230",1999-11-30,107.599607899313,108.794097329812,106.261779737155,106.476787834645,7682000,94.161179,101.347061374258,NA,NA
"231",1999-12-01,106.500677623255,107.408489590433,106.261779737155,107.336820224604,6980200,94.92173,101.418404675762,NA,NA
"232",1999-12-02,107.504048744873,108.077403671513,107.312930435994,107.981844517073,6698300,95.492149,101.489300602601,NA,NA
"233",1999-12-03,109.343562467841,111.111406824979,109.343562467841,109.9646969717,10045400,97.245712,101.568096842225,NA,NA
"234",1999-12-06,109.725799085601,109.869137817261,108.746317752592,109.152444158961,3138900,96.527374,101.630274250381,NA,NA
"235",1999-12-07,109.534680776721,109.558570565331,108.077403671513,108.268521980392,10714200,95.745651,101.688268982879,NA,NA
"236",1999-12-08,108.053513882903,108.602979020932,107.408489590433,107.575718110703,4611400,95.133034,101.751329364453,NA,NA
"237",1999-12-09,108.411860712052,108.722427963982,106.548457200474,108.101293460123,6474700,95.597809,101.82151939222,NA,NA
