"","date","Order.Qty","Order.Price","Order.Type","Order.Side","Order.Threshold","Order.Status","Order.StatusTime","Prefer","Order.Set","Txn.Fees","Rule","Time.In.Force"
"237",2014-09-22,"1","195.221802503536","market","long",NA,"closed","2014-09-23 00:00:00","Open",NA,"0","ruleSignal.rule",""
"238",2014-09-25,"1","193.945320888841","market","long",NA,"closed","2014-09-26 00:00:00","Open",NA,"0","ruleSignal.rule",""
"239",2014-10-01,"1","191.665219949033","market","long",NA,"closed","2014-10-02 00:00:00","Open",NA,"0","ruleSignal.rule",""
"240",2014-10-07,"1","190.28156853496","market","long",NA,"closed","2014-10-08 00:00:00","Open",NA,"0","ruleSignal.rule",""
"241",2014-10-10,"1","187.75786567658","market","long",NA,"closed","2014-10-13 00:00:00","Open",NA,"0","ruleSignal.rule",""
"242",2014-10-23,"1","189.638458144739","market","long",NA,"closed","2014-10-24 00:00:00","Open",NA,"0","ruleSignal.rule",""
"243",2014-12-01,"1","201.116933659583","market","long",NA,"closed","2014-12-02 00:00:00","Open",NA,"0","ruleSignal.rule",""
"244",2014-12-08,"1","202.208275633498","market","long",NA,"closed","2014-12-09 00:00:00","Open",NA,"0","ruleSignal.rule",""
"245",2014-12-11,"1","198.6614468608","market","long",NA,"closed","2014-12-12 00:00:00","Open",NA,"0","ruleSignal.rule",""
"246",2014-12-19,"1","202.256334742589","market","long",NA,"closed","2014-12-22 00:00:00","Open",NA,"0","ruleSignal.rule",""
"247",2014-12-31,"1","203.784805991796","market","long",NA,"closed","2015-01-02 00:00:00","Open",NA,"0","ruleSignal.rule",""
"248",2015-01-12,"1","200.277186434618","market","long",NA,"closed","2015-01-13 00:00:00","Open",NA,"0","ruleSignal.rule",""
"249",2015-01-28,"1","200.042032941801","market","long",NA,"closed","2015-01-29 00:00:00","Open",NA,"0","ruleSignal.rule",""
"250",2015-02-09,"1","200.629907855809","market","long",NA,"closed","2015-02-10 00:00:00","Open",NA,"0","ruleSignal.rule",""
"251",2015-03-06,"1","205.185887000831","market","long",NA,"closed","2015-03-09 00:00:00","Open",NA,"0","ruleSignal.rule",""
"252",2015-03-11,"1","201.139383575485","market","long",NA,"closed","2015-03-12 00:00:00","Open",NA,"0","ruleSignal.rule",""
"253",2015-03-24,"1","206.524980248899","market","long",NA,"closed","2015-03-25 00:00:00","Open",NA,"0","ruleSignal.rule",""
"254",2015-04-27,"1","208.965681274742","market","long",NA,"closed","2015-04-28 00:00:00","Open",NA,"0","ruleSignal.rule",""
"255",2015-05-05,"1","207.686276527436","market","long",NA,"closed","2015-05-06 00:00:00","Open",NA,"0","ruleSignal.rule",""
"256",2015-05-26,"1","209.034564267376","market","long",NA,"closed","2015-05-27 00:00:00","Open",NA,"0","ruleSignal.rule",""
"257",2015-06-04,"1","207.72565060975","market","long",NA,"closed","2015-06-05 00:00:00","Open",NA,"0","ruleSignal.rule",""
"258",2015-06-24,"1","209.378881880793","market","long",NA,"closed","2015-06-25 00:00:00","Open",NA,"0","ruleSignal.rule",""
"259",2015-07-09,"1","204.750623626471","market","long",NA,"closed","2015-07-10 00:00:00","Open",NA,"0","ruleSignal.rule",""
"260",2015-07-24,"1","207.974585677748","market","long",NA,"closed","2015-07-27 00:00:00","Open",NA,"0","ruleSignal.rule",""
"261",2015-08-05,"1","208.122921101234","market","long",NA,"closed","2015-08-06 00:00:00","Open",NA,"0","ruleSignal.rule",""
"262",2015-08-20,"1","204.22648614246","market","long",NA,"closed","2015-08-21 00:00:00","Open",NA,"0","ruleSignal.rule",""
"263",2015-09-01,"1","190.984547661722","market","long",NA,"closed","2015-09-02 00:00:00","Open",NA,"0","ruleSignal.rule",""
"264",2015-09-03,"all","194.089826737862","market","long",NA,"closed","2015-09-04 00:00:00","Open",NA,"0","ruleSignal.rule",""
"265",2015-12-09,"1","204.970133400937","market","long",NA,"closed","2015-12-10 00:00:00","Open",NA,"0","ruleSignal.rule",""
"266",2015-12-18,"1","202.770004","market","long",NA,"closed","2015-12-21 00:00:00","Open",NA,"0","ruleSignal.rule",""
